//
/////////////////////////////////////////// SUNNY
//
// Amb            Amb_Obj        Amb_bl      Amb_Obj_bl     Dir            Sky top        Sky bot        SunCore        SunCorona      SunSz    SprSz    SprBght    Shdw    LightShd    PoleShd    FarClp    FogSt     radiosityIntensity    radiosityLimit    LightOnGround    LowCloudsRGB    TopCloudRGB    BottomCloudRGB    BlurRGB     WaterRGBA          blurAlpha    blurOffset
// Midnight
   130 130 130     95  95  95    16 30 51     40  38  38    102  99 117     31  21  25     91  15  34     62  31   0     67  33  14     9.6     1.7       1.0       201      30          68        1938.0      23.0    30                    144               1.0              255 163  97      79  10  60     35   0  26        9  3 30     18  19  32 114      39.0         2.0     
// 9PM
   127 127 127    100 100 100    17 30 50     39  37  37    101  99 117      0   0   9     34  28  35      0   0   0      0   0   0     0.0     1.6       1.0       201      30          68        1999.0      23.0    30                    144               1.0               58  33  33       0   0   0      0   0   0        8  2 30      5   9  10 149    39.125       2.012     
// 10PM
   124 124 124     95  95  95    18 31 50     38  37  37    101 100 117      3   3  11     33  28  34     85  85   0      1   0   0     0.3     1.6       1.0       174      64          45        1999.0      22.0    30                    145               1.2               44  26  22       0   0   0      0   0   0        7  2 30      7  10  10 151     39.25       2.025     
// 11PM
   121 121 121     95  95  95    20 31 50     37  36  36    101 101 117      6   7  12     33  28  34    170 170   0      3   0   0     0.6     1.5       1.0       174      64          22        1999.0      22.0    30                    145               1.2               31  18  10       0   0   0      0   0   0        6  1 30     10  12  12 153    39.375       2.037     
//
/////////////////////////////////////////// CLOUDY
//
// Amb            Amb_Obj        Amb_bl      Amb_Obj_bl     Dir            Sky top        Sky bot        SunCore        SunCorona      SunSz    SprSz    SprBght    Shdw    LightShd    PoleShd    FarClp    FogSt     radiosityIntensity    radiosityLimit    LightOnGround    LowCloudsRGB    TopCloudRGB    BottomCloudRGB    BlurRGB     WaterRGBA          blurAlpha    blurOffset
// Midnight
    91  91  91     95  95  95    34 40 48     46  45  63    170 132  87      0   6  15     28  22  31     39  20   0     45  20   8     9.6     1.6       1.0       174      64          45        2186.0     228.0    49                    147               1.2               90  53  46       0   0  12      0   0  17        3  1  1      0  32  45 219      39.0         2.1     
// 1AM
    91  91  91     95  95  95    34 39 45     48  47  66    139 121  91      0   6  16     27  22  30     19   9   0     25  10   4     5.3     1.5       1.0       174      64          22        2080.0     174.0    49                    142               1.2               59  36  23       0   0  10      0   0  18        1  0  0      0  35  47 219      39.0         2.1     
// 2AM
    91  91  91     95  95  95    34 39 42     50  49  69    108 111  95      0   7  18     28  23  31      0   0   0      5   0   0     1.0     1.5       5.1       148      99           0        1974.0     119.0    49                    138               1.5               30  20   0       0   0   8      0   0  20        0  0  0      0  39  50 220      39.0         2.1     
// 3AM
    90  90  90     95  95  95    34 38 38     51  51  71    123 125 103      0   7  17     27  22  30     63  33   0     49  22   0     1.0     1.5       1.0       122      98           0        1868.0      65.0    50                    133               1.5               22  15   0       0   0   6      0   0  20        1  0  0      0  42  52 219      39.0         2.1     
// 4AM
    90  90  90     95  95  95    34 37 35     53  53  74    138 139 111      1   7  17     27  22  30    127  67   0     94  45   0     1.0     1.5       1.0       122      98           0        1762.0      11.0    50                    128               1.5               15  10   1       0   0   4      0   0  21        3  1  1      0  46  54 219      39.0         2.1     
// 5AM
    90  90  90     95  95  95    35 37 33     55  55  77    154 154 120      2   7  16     28  23  31    191 100   0    138  68   0     1.0     1.6       1.0       122      98           0        1656.0     -42.0    50                    124               1.5                8   6   2       0   0   2      0   0  22        5  2  2      0  50  57 220      39.0         2.1     
// 6AM
   143 143 143     95  95  95    42 43 29     44  44  44    216 225 255      3   7  16     26  41  44    255 134   0    183  91   0     1.0     1.6       1.0       123      99           0         953.0     -64.0    51                    174               1.5                3   3   3       0   0  16      0   0  24        7  3  3     21  75  83 219      39.0         2.1     
// 7AM
   121 119 139     95  95  95    50 50 26     56  56   0    255 255 255     99 168 188    147 135 100    156 156  91    157 106  56     6.8     1.7       1.0       123      99           0        1270.0      89.0    54                    164               1.5              255 233 169     245 238 255    185 168  80        9  3  3     43 101 109 219      39.0         2.1     
// 8AM
   150 133 131     90  90  90    49 36 21     66  66  38    254 254 254    174 180 177    194 171  96    188 146  60    189 112  43    12.6     1.0       1.0       139     100           0        1249.0     333.0    16                    128               0.8              100  34  25     246 240 254    192 178  98       11  4  4     87 118 125 220      39.0         2.1     
// 9AM
   154 140 138     90  90  90    50 37 22     76  76  76    253 253 253    179 184 187    180 170 114    221 136  30    221 119  30    12.8     1.0       1.0       155      50           0        1228.0     578.0    16                    128               0.5              125  69  62     247 242 254    200 188 116       12  5  5     72 116 123 219      39.0         2.1     
// 10AM
   158 146 145     90  90  90    51 38 24     80  80  78    251 251 251    185 189 198    166 169 132    254 127   0    254 126  18    13.0     1.0       1.0       155      50           0        1207.0     291.0    16                    128               0.5              151 105  99     249 245 254    208 198 135       14  6  6     58 115 122 219      39.0         2.1     
// 11AM
   163 154 152    100  90  85    52 39 26     85  84  81    251 251 251    191 194 209    152 168 150    254 127   0    254 125  27    13.1     1.0       1.0       171       0          30        1187.0       5.0    16                    128               1.0              177 142 137     250 247 254    216 209 153       16  6  6     43 114 121 220      39.0         2.1     
// Amb            Amb_Obj        Amb_bl      Amb_Obj_bl     Dir            Sky top        Sky bot        SunCore        SunCorona      SunSz    SprSz    SprBght    Shdw    LightShd    PoleShd    FarClp    FogSt     radiosityIntensity    radiosityLimit    LightOnGround    LowCloudsRGB    TopCloudRGB    BottomCloudRGB    BlurRGB     WaterRGBA          blurAlpha    blurOffset
// Midday
   167 160 159    100 100 100    54 40 28     90  89  84    249 249 249    196 198 219    138 167 167    254 127   0    254 125  36    13.3     1.0       1.0       188       0          60        1166.0      -1.0    16                    128               1.0              203 177 174     252 250 254    224 219 172       18  7  7     28 113 120 219      39.0         2.1     
// 1PM
   171 167 166    100 100 100    49 39 32     95  93  87    248 248 248    202 203 230    124 166 185    254 127   0    254 124  45    13.5     1.0       1.0       204       0          90        1145.0      37.0    16                    128               1.0              229 213 212     253 252 254    232 229 190       20  8  8     14 112 119 219    38.833         2.1     
// 2PM
   176 175 174    100 100 100    45 38 36    101  98  90    248 248 248    208 208 241    111 166 204    254 128   0    254 124  54    13.6     1.0       1.0       221       0         120        1124.0      53.0    16                    128               1.0              255 250 250     255 255 255    240 240 209       22  9  9      0 111 118 220    38.667         2.1     
// 3PM
   183 182 170    100 100 100    44 39 37     94  91  83    247 247 247    198 201 227    119 173 207    241 121   0    237 116  50    12.3     1.0       1.0       229       0         120        1129.0      69.0    16                    128               1.0              232 224 224     255 255 255    242 241 213       20  8  8      9 119 118 219      38.5         2.1     
// 4PM
   190 190 166    100 100 100    43 40 39     88  85  76    246 246 246    188 194 214    128 181 211    227 114   0    221 107  47    11.0     1.0       1.0       238       0         120        1135.0      60.0    15                    127               1.0              210 199 199     255 255 255    245 243 218       18  7  7     18 127 118 219    38.333         2.1     
// 5PM
   197 197 162    100 100 100    42 41 40     82  79  69    245 245 245    178 188 200    136 188 214    215 108   0    205 100  43     9.6     1.0       1.0       240       0         120        1140.0      42.0    16                    128               1.0              187 175 175     255 255 255    247 245 223       16  6  6     28 135 119 220    38.167         2.1     
// 6PM
   205 205 159    100 100 100    42 42 42     76  73  62    245 245 245    168 181 187    145 196 218    201 101   0    189  91  39     9.0     1.0       1.0       234       0         119        1145.0      33.0    16                    128               1.0              164 149 149     254 254 254    249 246 227       14  6  6     37 142 119 219      38.0         2.1     
// 7PM
   219 219 161    100 100 100    45 38 26     97  90  64    250 242 186    159 175 174    154 204 222    188  94   0    173  83  36     8.1     1.0       1.0       227       0         119        1150.0      -4.0    15                    127               0.4              142 124 124     254 254 254    252 248 232       12  5  5     46 150 119 219    38.167         2.1     
// 8PM
   233 233 164    100 100 100    49 35 11    119 108  67    255 240 128    133 149 148    127 203 176    176  88   0    157  76  33    11.3     1.8       1.0       221       0         120        1155.0       0.0    16                    128               1.0              120 100 100     255 255 255    255 250 237       11  4  4     56 159 120 220    38.333         2.1     
// 9PM
    48  45  29    100 100 100    56 49 40     62  48  24    252 165  86    255 131  87    255 106   9     99  50   0    107  52  22    11.0     1.8       1.0       201      30          68         679.0       3.0    32                    129               1.0              255 148 148     255 229 211    255 104   4        9  3  3    243 137   4 219      38.5         2.1     
// 10PM
    92  92  92     95  95  95    43 10  8     52  16   6    233 153  80    111  52  49    249 102  90     79  40   0     86  41  17    12.5     1.7       1.0       201      30          68        2076.0       7.0    40                    140               1.0              255 149 117     255 165 133    141   0  29        7  2  2      0  25  41 219    38.667         2.1     
// 11PM
    92  92  92    100 100 100    34 41 51     45  44  61    201 142  83      0   6  14     28  23  31     59  30   0     66  31  13    14.0     1.6       1.0       201      30          68        2292.0     282.0    49                    152               1.0              120  70  70       0   0  15      0   0  17        5  2  2      0  28  43 220    38.833         2.1     
//
/////////////////////////////////////////// RAINY
//
// Amb            Amb_Obj        Amb_bl      Amb_Obj_bl     Dir            Sky top        Sky bot        SunCore        SunCorona      SunSz    SprSz    SprBght    Shdw    LightShd    PoleShd    FarClp    FogSt     radiosityIntensity    radiosityLimit    LightOnGround    LowCloudsRGB    TopCloudRGB    BottomCloudRGB    BlurRGB     WaterRGBA          blurAlpha    blurOffset
// Midnight
    74  74  94     95  95  95    32 32 41     44  45  50    231 233 239     40  39  43     13  27  24    100  98  10     10   6   6     3.2     2.2       1.0       174      64          45         785.0      18.0    27                    132               1.2               90  53  46       6   6  24      2   2  17        3  1  1      8  45  39 219      39.0         2.1     
// 1AM
    75  75  95     95  95  95    34 34 40     47  48  59    231 234 247     23  25  27     18  26  30    177 176   5      7   2   2     2.1     2.1       1.0       174      64          22         835.0      20.0    29                    134               1.2               59  36  23      10  10  27      4   4  16        1  0  0     12  53  49 219    38.857         2.1     
// 2AM
    76  76  96     95  95  95    36 36 40     51  53  69    231 236 255      7  11  11     23  26  36    255 255   0      5   0   0     1.0     2.1       5.1       148      99           0         885.0      22.0    31                    135               1.5               30  20   0      14  14  30      7   7  15        0  0  0     17  60  58 220    38.714         2.1     
// 3AM
    76  76  97     95  95  95    38 38 38     48  50  68    239 242 255     11  14  14     21  24  37    255 255   0     58  27   0     0.9     2.1       1.0       122      98           0         902.0       9.0    33                    137               1.5               69  50   0      18  18  33      8   8  14        1  0  0     21  68  68 219    38.571         2.1     
// 4AM
    77  77  98     95  95  95    40 40 37     46  48  67    246 248 254     15  17  17     19  22  38    255 255   0    112  54   0     0.9     2.1       1.0       122      98           0         919.0      -2.0    35                    138               1.5              108  80   0      22  22  36     10  10  13        3  1  1     25  76  78 219    38.429         2.1     
// 5AM
    79  79 100     95  95  95    43 43 37     44  47  67    255 255 255     20  21  21     18  21  40    255 255   0    165  81   0     1.0     2.2       1.0       122      98           0         936.0     -15.0    38                    140               1.5              147 110   0      26  26  40     13  13  13        5  2  2     30  84  88 220    38.286         2.1     
// 6AM
   121 119 139     95  95  95    46 46 46     42  42  20    240 241 241    142 147 152    255 221 112    255 255   0    219 109   0     3.2     1.7       1.0       123      99           0         953.0     -28.0    31                    135               1.5              187 140   0     112 133 161    144 130  62        7  3  3     43  96 102 220    38.143         2.1     
// 7AM
    97  97 104     90  90  90    33 31 16     53  53  48    226 228 228    141 147 151    139 125  78    255 197 139    255 178 100    12.6     1.0       1.0       139     100           0         974.0     -40.0    23                    103               0.8              100  34  25     129 148 172    152 140  73        9  3  3     49  99 105 220      38.0         2.1     
// 8AM
   112 108 109     90  90  90    39 31 14     65  65  76    212 215 215    140 147 151    141 128  84    254 187 119    254 170  93    12.8     1.0       1.0       155      50           0         995.0       0.0    22                    102               0.5              122  64  57     147 163 184    161 150  85       11  4  4     55 103 108 220      38.2         2.1     
// 9AM
   127 119 114     90  90  90    46 31 12     67  69  78    198 202 202    140 147 151    143 131  91    254 176  98    254 162  86    12.9     1.0       1.0       155      50           0        1017.0       0.0    22                    103               0.5              144  95  89     165 178 196    169 160  96       12  5  5     61 106 111 219      38.4         2.1     
// 10AM
   126 119 115     90  90  90    45 31 12     70  72  80    184 189 189    139 147 150    145 134  98    254 167  79    254 154  80    13.1     1.0       1.0       155      50           0        1038.0       0.0    22                    102               0.5              166 126 121     183 194 208    178 171 108       14  6  6     67 110 114 220      38.6         2.1     
// 11AM
   127 120 116    100  90  85    44 32 13     73  77  82    170 176 176    139 147 150    147 137 105    254 156  58    254 146  73    13.2     1.0       1.0       171       0          30        1060.0       5.0    22                    103               1.0              188 157 153     201 209 219    186 181 119       16  6  6     73 113 117 220      38.8         2.1     
// Amb            Amb_Obj        Amb_bl      Amb_Obj_bl     Dir            Sky top        Sky bot        SunCore        SunCorona      SunSz    SprSz    SprBght    Shdw    LightShd    PoleShd    FarClp    FogSt     radiosityIntensity    radiosityLimit    LightOnGround    LowCloudsRGB    TopCloudRGB    BottomCloudRGB    BlurRGB     WaterRGBA          blurAlpha    blurOffset
// Midday
   126 121 117    100 100 100    44 33 14     75  80  84    156 163 163    138 147 150    150 141 112    254 146  39    254 138  66    13.4     1.0       1.0       188       0          60        1081.0      -1.0    22                    103               1.0              210 188 185     219 224 231    195 191 131       18  7  7     79 117 120 219      39.0         2.1     
// 1PM
   126 121 118    100 100 100    43 33 15     78  84  86    142 150 150    138 148 150    152 144 119    254 137  19    254 131  60    13.5     1.0       1.0       204       0          90        1103.0       0.0    22                    103               1.0              232 219 217     237 239 243    203 201 142       20  8  8     85 120 123 219    38.875         2.1     
// 2PM
   126 122 119    100 100 100    42 34 16     81  89  89    128 137 137    137 148 149    154 147 125    254 234 215    254 240 233    13.6     1.0       1.0       221       0         120        1124.0       1.0    22                    102               1.0              255 250 250     255 255 255    212 212 154       22  9  9     92 124 126 220     38.75         2.1     
// 3PM
   126 123 121    100 100 100    42 35 16     77  84  85    149 156 156    136 148 149    156 150 132    254 127   0    254 124  54    12.3     1.0       1.0       229       0         120        1129.0       3.0    22                    102               1.0              232 224 224     254 254 254    219 214 150       20  8  8     82 120 117 219    38.625         2.1     
// 4PM
   126 124 122    100 100 100    41 36 17     74  79  82    170 176 176    136 148 149    159 154 139    253 127   0    253 123  53    11.0     1.0       1.0       238       0         120        1135.0       5.0    22                    102               1.0              210 199 199     254 254 254    226 216 147       18  7  7     73 116 109 220      38.5         2.1     
// 5PM
   126 124 123    100 100 100    40 36 18     70  75  79    191 196 196    135 148 148    161 157 146    253 127   0    253 124  53     9.6     1.0       1.0       240       0         120        1140.0       6.0    22                    102               1.0              187 175 175     254 254 254    233 218 145       16  6  6     64 112 101 219    38.375         2.1     
// 6PM
   126 125 124    100 100 100    40 37 19     66  70  76    212 215 215    135 148 148    163 160 153    253 127   0    253 123  53     9.3     1.0       1.0       234       0         119        1145.0       8.0    22                    102               1.0              164 149 149     253 253 253    240 220 141       14  5  5     54 108  92 219     38.25         2.1     
// 7PM
   126 126 125    100 100 100    39 38 20     63  65  73    233 235 235    134 148 148    165 163 160    253 127   0    253 123  53     8.9     1.0       1.0       227       0         119        1150.0      10.0    22                    102               0.4              142 124 124     253 253 253    247 222 138       12  4  4     45 104  84 219    38.125         2.1     
// 8PM
   127 127 127    100 100 100    39 39 21     60  61  70    255 255 255    134 149 148    168 167 167    254 128   0    254 124  54     8.6     1.8       1.0       221       0         120        1155.0      12.0    22                    103               1.0              120 100 100     253 253 253    255 225 136       10  3  3     36 101  76 219      38.0         2.1     
// 9PM
    52  48  30    100 100 100    39 33 23     44  34  17    150  98  51    158 109 255    255 194  10    158  89  19    161  88  53     5.5     2.0       1.0       201      30          68         636.0      13.0    49                    150               1.0              120  70  70     255 146  70    255 177   0        8  2  2     89  50  63 220     38.25         2.1     
// 10PM
    62  60  61     95  95  95    34 31 33     42  37  29    242 198 159     76  73  81     84  74  28     62  50  38     68  53  53     5.5     2.2      24.6       201      30          68         686.0      15.0    23                    130               1.0              120  70  70      64  64  87     70  70 131        7  2  2      0  30  20 219      38.5         2.1     
// 11PM
    73  73  93    100 100 100    30 30 43     41  41  41    232 232 232     57  54  60      9  28  19     23  20  16     14   9   9     4.4     2.1       1.0       201      30          68         735.0      17.0    25                    131               1.0              120  70  70       3   3  21      1   1  18        5  1  1      4  37  29 219     38.75         2.1     
//
/////////////////////////////////////////// FOGGY
//
// Amb            Amb_Obj        Amb_bl      Amb_Obj_bl     Dir            Sky top        Sky bot        SunCore        SunCorona      SunSz    SprSz    SprBght    Shdw    LightShd    PoleShd    FarClp    FogSt     radiosityIntensity    radiosityLimit    LightOnGround    LowCloudsRGB    TopCloudRGB    BottomCloudRGB    BlurRGB     WaterRGBA          blurAlpha    blurOffset
// Midnight
    76  76  68     95  95  95    17 48 58     29  42  26    210 208 162      0   9  17     31  29  38    154 140   0     64   0   0     9.6     1.6       1.0       174      64          45         871.0      10.0    29                    126               1.2               90  53  46     129 126 121     91  80  77        1  0 39      7  15  19 219      39.0         2.1     
// 1AM
    76  76  68     95  95  95    17 48 58     30  42  25    202 200 154      0   8  16     30  29  38    204 197   0     34   0   0     5.3     1.5       1.0       174      64          22         898.0       3.0    29                    127               1.2               59  36  23      76  78  77     46  41  39        0  0 38      5  14  18 219      39.0         2.1     
// 2AM
    76  76  68     95  95  95    17 48 58     30  42  24    195 192 146      1   8  16     29  29  37    255 255   0      5   0   0     1.0     1.5       1.6       148      99           0         925.0      -2.0    29                    126               1.5               30  20   0      23  32  33      3   3   3        0  0 38      4  14  17 220      39.0         2.1     
// 3AM
    76  76  68     95  95  95    17 48 58     30  42  23    188 184 138      1   7  15     27  28  36    229 203   0     32  14   0     0.9     1.5       1.0       122      98           0         957.0     -23.0    29                    126               1.5               30  20   0      23  32  33      3   3   3        1  0 29      2  13  16 219      39.0         2.1     
// 4AM
    76  76  68     95  95  95    17 48 58     31  42  22    180 176 130      1   6  14     27  28  36    204 151   0     59  28   0     0.9     1.5       1.0       122      98           0         988.0     -43.0    30                    126               1.5               30  20   0      23  32  33      3   3   3        3  1 20      1  13  15 219      39.0         2.1     
// 5AM
    76  76  68     95  95  95    17 48 58     31  42  21    173 168 122      2   6  14     26  28  36    179  99   0     86  42   0     1.0     1.6       1.0       122      98           0        1019.0     -63.0    28                    126               1.5               30  20   0      23  32  33      3   3   3        5  2 11      0  13  15 220      39.0         2.1     
// 6AM
    76  76  68     95  95  95    17 48 59     32  42  20    166 160 115     45  58  57    105  86  60    154  48   0    113  56   0     9.0     1.6       1.0       123      99           0         927.0     -64.0    26                    127               1.5               30  20   0      23  32  33      3   3   3        7  3  3     51  32  21 220      39.0         2.1     
// 7AM
    82  81  94     95  95  95    33 37 18     56  56  31    255 230 202    135 176 166    255 200 112    255 255   0    219 109   0     1.0     1.7       1.0       123      99           0         935.0     -58.0    24                    112               1.5               30  20   0      23  32  33      3   3   3        9  3 41      2 111 125 220    38.667         2.1     
// 8AM
   150 138 137     90  90  90    43 41 28     59  58  33    254 233 207    161 226 255    208 176  68    255 128   0    255 128   0     9.5     1.0       1.0       255     100           0         918.0     -53.0    22                     98               0.8              100  34  25      50  50  50    120  92  88       10  3 36      2 122 137 220    38.333         2.1     
// 9AM
   162 151 148     90  90  90    46 44 31     62  60  35    254 237 213    164 192 203    200 183 122    254 128   0    254 127   9     9.7     1.0       1.0       255      50           0         883.0     -47.0    14                     99               0.5              103  45  37      84  84  84    120  96  93       12  4 31      1 125 139 219      38.0         2.1     
// 10AM
   175 165 160     90  90  90    51 47 34     65  62  37    254 240 220    165 197 208    196 181 126    254 128   0    254 126  18     9.9     1.0       1.0       255      50           0         883.0     -42.0    14                     98               0.5              106  55  49     118 118 118    120 101  98       14  5 27      1 129 142 219    38.333         2.1     
// 11AM
   187 178 172    100  90  85    55 50 38     67  63  39    254 244 225    166 202 213    192 180 130    254 128   0    254 126  27    10.2     1.0       1.0       255       0          30         901.0     -36.0    14                     98               1.0              110  67  62     152 152 152    120 106 104       16  6 22      1 133 145 219    38.667         2.1     
// Amb            Amb_Obj        Amb_bl      Amb_Obj_bl     Dir            Sky top        Sky bot        SunCore        SunCorona      SunSz    SprSz    SprBght    Shdw    LightShd    PoleShd    FarClp    FogSt     radiosityIntensity    radiosityLimit    LightOnGround    LowCloudsRGB    TopCloudRGB    BottomCloudRGB    BlurRGB     WaterRGBA          blurAlpha    blurOffset
// Midday
   199 191 183    100 100 100    59 52 41     70  65  41    254 247 231    167 208 219    189 178 135    254 127   0    254 125  36    10.4     1.0       1.0       255       0          60         919.0     -31.0    13                     98               1.0              113  77  74     186 186 186    119 110 109       18  7 18      0 137 147 219      39.0         2.1     
// 1PM
   212 205 195    100 100 100    62 55 44     73  67  43    254 251 237    168 213 224    185 177 139    254 128   0    254 124  44    10.7     1.0       1.0       254       0          90         902.0     -25.0    13                     99               1.0              116  88  87     220 220 220    119 115 114       20  8 13      0 141 150 219    38.889         2.1     
// 2PM
   225 219 207    100 100 100    67 59 48     77  70  46    255 255 244    170 219 230    182 176 144    254 128   0    254 124  54    11.0     1.0       1.0       255       0         120         885.0     -20.0    13                     98               1.0              120 100 100     255 255 255    120 120 120       22  9  9      0 145 153 219    38.778         2.1     
// 3PM
   231 226 207    100 100 100    61 54 44     74  68  48    255 253 228    168 217 226    177 173 140    253 128   0    253 123  53    10.5     1.0       1.0       254       0         120         869.0     -14.0    13                     98               1.0              120 100 100     255 255 255    120 120 120       18  7 15      9 147 147 219    38.667         2.1     
// 4PM
   237 233 208    100 100 100    55 49 40     72  67  50    255 251 213    167 215 222    173 170 136    253 128   0    253 124  53    10.1     1.0       1.0       254       0         120         852.0      -8.0    13                     98               1.0              120 100 100     255 255 255    120 120 120       14  5 22     19 149 141 219    38.556         2.1     
